ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Corpii B-Type Kinetic Plating,0,854999.9,-854999.9, -Infinity,1, -854999.9, 0
Centii B-Type Kinetic Plating,0,1.998999E+07,-1.998999E+07, -Infinity,1, -19989990, 0
Corpii B-Type Explosive Plating,0,4.19999E+07,-4.19999E+07, -Infinity,0, 0, 0
Centii B-Type Explosive Plating,2.25E+07,3998000,1.8502E+07, 82.23111,0, 0, 0
Corpii B-Type EM Plating,0,949999.8,-949999.8, -Infinity,0, 0, 0
Centii B-Type EM Plating,0,1.46E+07,-1.46E+07, -Infinity,0, 0, 0
Corpii A-Type Kinetic Plating,3500000,1250000,2250000, 64.28571,1, 2250000, 47.619047619047619047619047620
Centii A-Type Kinetic Plating,1.76E+07,1498998,1.6101E+07, 91.48296,1, 16101000, 0
Corpii A-Type Explosive Plating,6999998,3498000,3501998, 50.02856,1, 3501998, 41.935483870967741935483870970
Centii A-Type Explosive Plating,1.2E+07,2475000,9525000, 79.375,1, 9525000, 2.4390243902439024390243902400
Corpii A-Type EM Plating,1999999,479999,1520000, 76.00004,1, 1520000, 74.074074074074074074074074070
Centii A-Type EM Plating,1500000,1050000,450000, 30,1, 450000, 41.666666666666666666666666670
Corpii A-Type Thermal Plating,0,4299980,-4299980, -Infinity,1, -4299980, 0
Centii A-Type Thermal Plating,1.2E+07,3098000,8902000, 74.18333,1, 8902000, 0
Coreli C-Type Adaptive Nano Plating,6.2111E+07,5.29993E+07,9111700, 14.67003,1, 9111700, 0
Coreli C-Type Kinetic Plating,0,600000,-600000, -Infinity,1, -600000, 0
Coreli C-Type Explosive Plating,0,950000,-950000, -Infinity,1, -950000, 0
Coreli C-Type EM Plating,2000000,1400000,600000, 30,1, 600000, 0
Coreli C-Type Thermal Plating,0,2000000,-2000000, -Infinity,1, -2000000, 0
Coreli B-Type Adaptive Nano Plating,9.888889E+07,7.844E+07,2.044889E+07, 20.67865,1, 20448890, 14.285714285714285714285714290
Coreli B-Type Kinetic Plating,0,597500.3,-597500.3, -Infinity,1, -597500.2, 0
Coreli B-Type Explosive Plating,0,0,0, NaN,0, 0, 0
Coreli B-Type EM Plating,0,609999,-609999, -Infinity,1, -609999, 0
Coreli B-Type Thermal Plating,0,889000,-889000, -Infinity,0, 0, 0
Coreli A-Type Adaptive Nano Plating,9.8496E+07,1.128001E+08,-1.430412E+07, -14.52254,1, -14304120, 28.571428571428571428571428570
Coreli A-Type Kinetic Plating,2000000,1000000,1000000, 50,1, 1000000, 0
Coreli A-Type Explosive Plating,2999995,1899900,1100095, 36.6699,2, 2200190, 9.090909090909090909090909090
Coreli A-Type EM Plating,2183333,420000,1763333, 80.76336,1, 1763333, 0
Coreli A-Type Thermal Plating,2971940,1400000,1571940, 52.89272,1, 1571940, 18.7500
Corelum C-Type Energized Adaptive Nano Membrane,3.2E+08,1.35E+08,1.85E+08, 57.8125,1, 185000000, 0
Corelum C-Type Energized Kinetic Membrane,9666666,3999997,5666669, 58.62072,1, 5666669, 18.7500
Corelum C-Type Energized Explosive Membrane,0,6998848,-6998848, -Infinity,1, -6998848, 0
Corelum C-Type Energized EM Membrane,3800000,999998,2800002, 73.68427,1, 2800002, 6.4516129032258064516129032300
Corelum C-Type Energized Thermal Membrane,9990000,2999998,6990002, 69.96999,1, 6990002, 52.173913043478260869565217390
Corelum B-Type Energized Adaptive Nano Membrane,3.497741E+08,3.707784E+08,-2.100432E+07, -6.00511,1, -21004320, 0
Corelum B-Type Energized Kinetic Membrane,1.775E+07,6797271,1.095273E+07, 61.70552,1, 10952730, 75.00
Corelum B-Type Energized Explosive Membrane,9.7E+07,3.312301E+07,6.387698E+07, 65.85256,1, 63876980, 0
Corelum B-Type Energized EM Membrane,2.666667E+07,3999999,2.266667E+07, 85.00001,1, 22666670, 64.705882352941176470588235290
Corelum B-Type Energized Thermal Membrane,0,9E+07,-9E+07, -Infinity,1, -90000000, 0
Corelum A-Type Energized Adaptive Nano Membrane,1.55E+09,1.54E+09,1E+07, 0.6451613,0, 0, 0
Corelum A-Type Energized Kinetic Membrane,0,3.9E+07,-3.9E+07, -Infinity,1, -39000000, 0
Corelum A-Type Energized Explosive Membrane,0,9.700005E+07,-9.700005E+07, -Infinity,0, 0, 0
Corelum A-Type Energized EM Membrane,0,5.2E+07,-5.2E+07, -Infinity,0, 0, 0
Corelum A-Type Energized Thermal Membrane,0,1.199895E+08,-1.199895E+08, -Infinity,0, 0, 0
Corpum C-Type Energized Adaptive Nano Membrane,1.7E+08,1.269989E+08,4.300113E+07, 25.29478,1, 43001130, 50.0
Centum C-Type Energized Adaptive Nano Membrane,1.34E+08,1.2E+08,1.4E+07, 10.44776,1, 14000000, 0
Corpum C-Type Energized Kinetic Membrane,0,3.56E+07,-3.56E+07, -Infinity,1, -35600000, 0
Centum C-Type Energized Kinetic Membrane,5000000,3454986,1545014, 30.90027,1, 1545014, 0
Corpum C-Type Energized Explosive Membrane,1.95E+07,6999975,1.250002E+07, 64.10269,1, 12500020, 33.333333333333333333333333330
Centum C-Type Energized Explosive Membrane,3.01E+07,1.1E+07,1.91E+07, 63.45515,1, 19100000, 16.666666666666666666666666670
Corpum C-Type Energized EM Membrane,9700000,399898.9,9300101, 95.87733,1, 9300101, 25.00
Centum C-Type Energized EM Membrane,6900000,2500000,4400000, 63.76812,1, 4400000, 54.545454545454545454545454550
Corpum C-Type Energized Thermal Membrane,1E+07,1631998,8368002, 83.68002,1, 8368002, 62.500
Centum C-Type Energized Thermal Membrane,1E+07,1699988,8300012, 83.00012,1, 8300012, 0
Corpum B-Type Energized Adaptive Nano Membrane,4.999994E+08,4.97E+08,2999424, 0.5998855,1, 2999424, 0
Centum B-Type Energized Adaptive Nano Membrane,6.99E+08,4.17E+08,2.82E+08, 40.34335,1, 282000000, 0
Corpum B-Type Energized Kinetic Membrane,3.88E+07,5525724,3.327428E+07, 85.75845,1, 33274280, 0
Centum B-Type Energized Kinetic Membrane,4E+07,8999888,3.100011E+07, 77.50028,1, 31000110, 50.0
Corpum B-Type Energized Explosive Membrane,7.142042E+07,3.2E+07,3.942042E+07, 55.19489,1, 39420420, 0
Centum B-Type Energized Explosive Membrane,0,2.799998E+07,-2.799998E+07, -Infinity,1, -27999980, 0
Corpum B-Type Energized Thermal Membrane,0,1E+08,-1E+08, -Infinity,1, -100000000, 0
Centum B-Type Energized Thermal Membrane,3E+07,5E+07,-2E+07, -66.66666,1, -20000000, 0
Corpum A-Type Energized Thermal Membrane,0,9.3E+07,-9.3E+07, -Infinity,1, -93000000, 0
Centum A-Type Energized Thermal Membrane,8E+07,1.07889E+08,-2.788899E+07, -34.86124,1, -27888990, 30.0
Corpum A-Type Energized EM Membrane,6.9E+07,1.35E+07,5.55E+07, 80.43478,1, 55500000, 71.428571428571428571428571430
Centum A-Type Energized EM Membrane,0,1.3E+07,-1.3E+07, -Infinity,1, -13000000, 0
Corpum A-Type Energized Explosive Membrane,1.25E+08,8.8E+07,3.7E+07, 29.6,1, 37000000, 33.333333333333333333333333330
Centum A-Type Energized Explosive Membrane,9E+07,2.18E+08,-1.28E+08, -142.2222,1, -128000000, 50.0
Corpum A-Type Energized Kinetic Membrane,5.933333E+07,2.8E+07,3.133333E+07, 52.80899,1, 31333330, 62.500
Centum A-Type Energized Kinetic Membrane,5.5E+07,6.7E+07,-1.2E+07, -21.81818,1, -12000000, 50.0
Corpum A-Type Energized Adaptive Nano Membrane,1.697995E+09,1.414998E+09,2.829974E+08, 16.66656,1, 282997400, 0
Centum A-Type Energized Adaptive Nano Membrane,1.45E+09,1.350001E+09,9.999872E+07, 6.896463,1, 99998720, 0
Corpus C-Type Armor EM Hardener,0,1.85E+07,-1.85E+07, -Infinity,1, -18500000, 0
Centus C-Type Armor EM Hardener,0,1.8E+07,-1.8E+07, -Infinity,1, -18000000, 0
Corpus C-Type Armor Explosive Hardener,0,4.800145E+07,-4.800145E+07, -Infinity,1, -48001450, 0
Centus C-Type Armor Explosive Hardener,0,3.504093E+07,-3.504093E+07, -Infinity,1, -35040930, 0
Corpus C-Type Armor Kinetic Hardener,0,3.2E+07,-3.2E+07, -Infinity,1, -32000000, 0
Centus C-Type Armor Kinetic Hardener,0,1.999999E+07,-1.999999E+07, -Infinity,1, -19999990, 0
Corpus C-Type Armor Thermal Hardener,0,9.935589E+07,-9.935589E+07, -Infinity,1, -99355890, 0
Centus C-Type Armor Thermal Hardener,0,7.499996E+07,-7.499996E+07, -Infinity,1, -74999960, 0
Corpus B-Type Armor EM Hardener,0,4.4999E+07,-4.4999E+07, -Infinity,1, -44999000, 0
Centus B-Type Armor EM Hardener,0,3.897899E+07,-3.897899E+07, -Infinity,1, -38978990, 0
Corpus B-Type Armor Explosive Hardener,0,9.4E+07,-9.4E+07, -Infinity,1, -94000000, 0
Centus B-Type Armor Explosive Hardener,0,8.704546E+07,-8.704546E+07, -Infinity,1, -87045460, 0
Corpus B-Type Armor Kinetic Hardener,0,3.694E+07,-3.694E+07, -Infinity,1, -36940000, 0
Centus B-Type Armor Kinetic Hardener,0,3.2E+07,-3.2E+07, -Infinity,1, -32000000, 0
Corpus B-Type Armor Thermal Hardener,0,8.5E+07,-8.5E+07, -Infinity,0, 0, 0
Centus B-Type Armor Thermal Hardener,0,9.999999E+07,-9.999999E+07, -Infinity,1, -99999990, 0
Corpus A-Type Armor Thermal Hardener,0,1.140001E+08,-1.140001E+08, -Infinity,0, 0, 0
Centus A-Type Armor Thermal Hardener,0,1.345727E+08,-1.345727E+08, -Infinity,0, 0, 0
Corpus A-Type Armor Kinetic Hardener,0,4.500651E+07,-4.500651E+07, -Infinity,1, -45006510, 0
Centus A-Type Armor Kinetic Hardener,1.2E+08,6E+07,6E+07, 50,1, 60000000, 0
Corpus A-Type Armor Explosive Hardener,2E+08,1.005001E+08,9.94999E+07, 49.74995,1, 99499900, 50.0
Centus A-Type Armor Explosive Hardener,1.5E+08,1.19999E+08,3.0001E+07, 20.00067,1, 30001000, 0
Corpus A-Type Armor EM Hardener,0,9.0995E+07,-9.0995E+07, -Infinity,0, 0, 0
Centus A-Type Armor EM Hardener,0,4.5E+07,-4.5E+07, -Infinity,0, 0, 0
Corpus X-Type Armor EM Hardener,6.9E+07,5.529E+07,1.371E+07, 19.86957,1, 13710000, 60.0
Centus X-Type Armor EM Hardener,7E+07,5.998999E+07,1.001001E+07, 14.30002,1, 10010010, 18.181818181818181818181818180
Corpus X-Type Armor Explosive Hardener,1.99E+08,1.199E+08,7.909999E+07, 39.74874,1, 79099990, 0
Centus X-Type Armor Explosive Hardener,1.789999E+08,1.1476E+08,6.423987E+07, 35.88822,1, 64239870, 0
Corpus X-Type Armor Kinetic Hardener,7.497348E+07,5.359811E+07,2.137537E+07, 28.51058,1, 21375370, 33.333333333333333333333333330
Centus X-Type Armor Kinetic Hardener,8.499911E+07,5.411034E+07,3.088877E+07, 36.34011,1, 30888770, 4.7619047619047619047619047600
Corpus X-Type Armor Thermal Hardener,1.493999E+08,1.1E+08,3.93999E+07, 26.37211,1, 39399900, 0
Centus X-Type Armor Thermal Hardener,1.5E+08,1.43E+08,6999984, 4.666656,1, 6999984, 0
Core C-Type Armor EM Hardener,0,2.693902E+07,-2.693902E+07, -Infinity,1, -26939020, 0
Core C-Type Armor Explosive Hardener,0,3.5E+07,-3.5E+07, -Infinity,1, -35000000, 0
Core C-Type Armor Kinetic Hardener,0,1.920994E+07,-1.920994E+07, -Infinity,1, -19209940, 0
Core C-Type Armor Thermal Hardener,0,7.499998E+07,-7.499998E+07, -Infinity,1, -74999980, 0
Core B-Type Armor EM Hardener,0,7.495E+07,-7.495E+07, -Infinity,1, -74950000, 0
Core B-Type Armor Explosive Hardener,0,1.22E+08,-1.22E+08, -Infinity,1, -122000000, 0
Core B-Type Armor Kinetic Hardener,0,3E+07,-3E+07, -Infinity,1, -30000000, 0
Core B-Type Armor Thermal Hardener,0,9.999949E+07,-9.999949E+07, -Infinity,0, 0, 0
Core A-Type Armor EM Hardener,0,5.2328E+07,-5.2328E+07, -Infinity,1, -52328000, 0
Core A-Type Armor Explosive Hardener,0,9.94E+07,-9.94E+07, -Infinity,1, -99400000, 0
Core A-Type Armor Kinetic Hardener,0,4.3E+07,-4.3E+07, -Infinity,1, -43000000, 0
Core A-Type Armor Thermal Hardener,0,9.7E+07,-9.7E+07, -Infinity,1, -97000000, 0
Core X-Type Armor EM Hardener,7E+07,5.6E+07,1.4E+07, 20,1, 14000000, 14.285714285714285714285714290
Core X-Type Armor Explosive Hardener,0,1.110905E+08,-1.110905E+08, -Infinity,1, -111090500, 0
Core X-Type Armor Kinetic Hardener,8.5E+07,6.62E+07,1.88E+07, 22.11765,1, 18800000, 27.272727272727272727272727270
Core X-Type Armor Thermal Hardener,0,1.3E+08,-1.3E+08, -Infinity,1, -130000000, 0
Coreli C-Type Small Remote Armor Repairer,1E+07,9000000,1000000, 10,1, 1000000, 25.00
Coreli B-Type Small Remote Armor Repairer,0,9000060,-9000060, -Infinity,1, -9000060, 0
Coreli A-Type Small Remote Armor Repairer,3.3E+07,1.0438E+07,2.2562E+07, 68.3697,3, 67686000, 0
Corelum C-Type Medium Remote Armor Repairer,5E+07,4.94E+07,600000, 1.2,2, 1200000, 0
Corelum B-Type Medium Remote Armor Repairer,0,6.498998E+07,-6.498998E+07, -Infinity,1, -64989980, 0
Corelum A-Type Medium Remote Armor Repairer,0,1.23E+08,-1.23E+08, -Infinity,1, -123000000, 0
Corpii C-Type Small Armor Repairer,6E+07,5.39899E+07,6010100, 10.01683,1, 6010100, 14.285714285714285714285714290
Corpii B-Type Small Armor Repairer,1.28E+08,7E+07,5.8E+07, 45.3125,1, 58000000, 33.333333333333333333333333330
Corpii A-Type Small Armor Repairer,1.069967E+08,9.2999E+07,1.399774E+07, 13.0824,1, 13997740, 14.285714285714285714285714290
Centii C-Type Small Armor Repairer,1.2E+08,5.300523E+07,6.699477E+07, 55.82897,1, 66994770, 0
Centii B-Type Small Armor Repairer,0,8.890014E+07,-8.890014E+07, -Infinity,1, -88900140, 0
Centii A-Type Small Armor Repairer,8E+07,8.599997E+07,-5999968, -7.49996,1, -5999968, 41.176470588235294117647058820
Coreli C-Type Small Armor Repairer,7E+07,4.285E+07,2.715E+07, 38.78571,1, 27150000, 28.571428571428571428571428570
Coreli B-Type Small Armor Repairer,0,7E+07,-7E+07, -Infinity,1, -70000000, 0
Coreli A-Type Small Armor Repairer,5.1E+07,4.458E+07,6420000, 12.58823,2, 12840000, 8.695652173913043478260869570
Corpum C-Type Medium Armor Repairer,1.6E+08,1.295E+08,3.049998E+07, 19.06249,1, 30499980, 0
Corpum B-Type Medium Armor Repairer,3E+08,2.118851E+08,8.811486E+07, 29.37162,1, 88114860, 0
Corpum A-Type Medium Armor Repairer,3.849999E+08,3.089E+08,7.609994E+07, 19.76622,1, 76099940, 70.0
Centum C-Type Medium Armor Repairer,1.39E+08,1.36965E+08,2035008, 1.464035,1, 2035008, 0
Centum B-Type Medium Armor Repairer,2.39E+08,2.17E+08,2.2E+07, 9.205021,1, 22000000, 0
Centum A-Type Medium Armor Repairer,3.747999E+08,3.979988E+08,-2.319894E+07, -6.189688,1, -23198940, 6.6666666666666666666666666700
Corelum C-Type Medium Armor Repairer,9.59999E+07,8.5E+07,1.09999E+07, 11.45824,1, 10999900, 20.0
Corelum B-Type Medium Armor Repairer,4.444444E+08,1.442108E+08,3.002336E+08, 67.55256,1, 300233600, 33.333333333333333333333333330
Corelum A-Type Medium Armor Repairer,0,2.98E+08,-2.98E+08, -Infinity,1, -298000000, 0
Core C-Type Large Armor Repairer,0,6E+07,-6E+07, -Infinity,1, -60000000, 0
Core B-Type Large Armor Repairer,7E+07,8.284888E+07,-1.284888E+07, -18.35554,1, -12848880, 0
Core A-Type Large Armor Repairer,0,1.22E+08,-1.22E+08, -Infinity,1, -122000000, 0
Core X-Type Large Armor Repairer,2.64994E+08,1.05E+08,1.59994E+08, 60.37646,1, 159994000, 0
Corpus C-Type Large Armor Repairer,0,6.5E+07,-6.5E+07, -Infinity,1, -65000000, 0
Centus C-Type Large Armor Repairer,0,7.4E+07,-7.4E+07, -Infinity,1, -74000000, 0
Corpus B-Type Large Armor Repairer,0,1.09E+08,-1.09E+08, -Infinity,1, -109000000, 0
Centus B-Type Large Armor Repairer,0,1.170617E+08,-1.170617E+08, -Infinity,1, -117061700, 0
Corpus A-Type Large Armor Repairer,0,1.94003E+08,-1.94003E+08, -Infinity,1, -194003000, 0
Centus A-Type Large Armor Repairer,0,0,0, NaN,1, 0, 0
Corpus X-Type Large Armor Repairer,1.6E+08,1.279E+08,3.21E+07, 20.0625,1, 32100000, 31.818181818181818181818181820
Centus X-Type Large Armor Repairer,2.8E+08,1.388998E+08,1.411002E+08, 50.39294,1, 141100200, 0
Centii C-Type Small Remote Armor Repairer,2.9E+07,1.828099E+07,1.071901E+07, 36.96209,2, 21438010, 0
Centii B-Type Small Remote Armor Repairer,0,1.38E+07,-1.38E+07, -Infinity,0, 0, 0
Centii A-Type Small Remote Armor Repairer,0,2.611111E+07,-2.611111E+07, -Infinity,2, -52222220, 0
Centum C-Type Medium Remote Armor Repairer,1.22E+08,5E+07,7.2E+07, 59.01639,2, 144000000, 14.285714285714285714285714290
Centum B-Type Medium Remote Armor Repairer,0,6.95E+07,-6.95E+07, -Infinity,1, -69500000, 0
Centum A-Type Medium Remote Armor Repairer,9.5E+07,9.899699E+07,-3996992, -4.20736,1, -3996992, 0
Corpii C-Type Small Remote Capacitor Transmitter,5000000,399999.9,4600000, 92,0, 0, 0
Corpii B-Type Small Remote Capacitor Transmitter,0,3899999,-3899999, -Infinity,1, -3899999, 0
Corpii A-Type Small Remote Capacitor Transmitter,0,1300000,-1300000, -Infinity,1, -1300000, 0
Centii C-Type Small Remote Capacitor Transmitter,0,998998.8,-998998.8, -Infinity,0, 0, 0
Centii B-Type Small Remote Capacitor Transmitter,0,0,0, NaN,0, 0, 0
Centii A-Type Small Remote Capacitor Transmitter,500000,450000,50000, 10,1, 50000, 6.6666666666666666666666666700
Corpum C-Type Medium Remote Capacitor Transmitter,0,2200000,-2200000, -Infinity,1, -2200000, 0
Corpum B-Type Medium Remote Capacitor Transmitter,0,5498997,-5498997, -Infinity,3, -16496990, 0
Corpum A-Type Medium Remote Capacitor Transmitter,0,7888000,-7888000, -Infinity,3, -23664000, 0
Centum C-Type Medium Remote Capacitor Transmitter,0,449998.7,-449998.7, -Infinity,3, -1349996, 0
Centum B-Type Medium Remote Capacitor Transmitter,1E+07,1800000,8200000, 82,2, 16400000, 0
Centum A-Type Medium Remote Capacitor Transmitter,0,7500005,-7500005, -Infinity,1, -7500005, 0
Corpii C-Type Small Energy Nosferatu,0,3.8E+07,-3.8E+07, -Infinity,1, -38000000, 0
Corpii B-Type Small Energy Nosferatu,0,3.750018E+07,-3.750018E+07, -Infinity,1, -37500180, 0
Corpii A-Type Small Energy Nosferatu,3.788999E+07,3.24E+07,5489988, 14.48928,1, 5489988, 22.222222222222222222222222220
Corpum C-Type Medium Energy Nosferatu,5.7E+07,1.447999E+07,4.252001E+07, 74.5965,1, 42520010, 17.647058823529411764705882350
Corpum B-Type Medium Energy Nosferatu,0,4.7E+07,-4.7E+07, -Infinity,1, -47000000, 0
Corpum A-Type Medium Energy Nosferatu,3.9E+07,4.4E+07,-5000000, -12.82051,1, -5000000, 26.829268292682926829268292680
Corpus C-Type Heavy Energy Nosferatu,2E+07,1.3795E+07,6205000, 31.025,1, 6205000, 0
Corpus B-Type Heavy Energy Nosferatu,1E+08,1.690021E+07,8.309978E+07, 83.09978,1, 83099780, 0
Corpus A-Type Heavy Energy Nosferatu,1E+08,8.039964E+07,1.960036E+07, 19.60036,0, 0, 0
Corpus X-Type Heavy Energy Nosferatu,1.1895E+08,1.921E+07,9.974E+07, 83.85036,1, 99740000, 66.666666666666666666666666670
Gistii C-Type Small Remote Shield Booster,0,3E+07,-3E+07, -Infinity,1, -30000000, 0
Gistii B-Type Small Remote Shield Booster,1.18E+07,4.4E+07,-3.22E+07, -272.8813,2, -64400000, 33.333333333333333333333333330
Gistii A-Type Small Remote Shield Booster,1.8E+07,3.5E+07,-1.7E+07, -94.44444,3, -51000000, 0
Pithi C-Type Small Remote Shield Booster,0,2E+07,-2E+07, -Infinity,3, -60000000, 0
Pithi B-Type Small Remote Shield Booster,0,3E+07,-3E+07, -Infinity,2, -59999990, 0
Pithi A-Type Small Remote Shield Booster,0,5.68E+07,-5.68E+07, -Infinity,1, -56800000, 0
Gistum C-Type Medium Remote Shield Booster,2.5926E+07,1.3E+07,1.2926E+07, 49.85728,3, 38778000, 11.764705882352941176470588240
Gistum B-Type Medium Remote Shield Booster,1.9E+07,2.389E+07,-4889998, -25.73683,2, -9779996, 5.7142857142857142857142857100
Gistum A-Type Medium Remote Shield Booster,8E+07,4.45001E+07,3.54999E+07, 44.37487,2, 70999790, 0
Pithum C-Type Medium Remote Shield Booster,8700000,7500000,1200000, 13.7931,3, 3600000, 22.222222222222222222222222220
Pithum B-Type Medium Remote Shield Booster,3.5E+07,2.2E+07,1.3E+07, 37.14286,1, 13000000, 14.705882352941176470588235290
Pithum A-Type Medium Remote Shield Booster,5E+07,3.198999E+07,1.801001E+07, 36.02001,1, 18010010, 0
Gistii C-Type Small Shield Booster,0,2.30303E+08,-2.30303E+08, -Infinity,1, -230303000, 0
Gistii B-Type Small Shield Booster,1.05E+08,1.09E+08,-4000000, -3.809524,1, -4000000, 14.285714285714285714285714290
Gistii A-Type Small Shield Booster,1.78E+08,1.56E+08,2.2E+07, 12.35955,1, 22000000, 0
Pithi C-Type Small Shield Booster,0,1.005E+08,-1.005E+08, -Infinity,1, -100500000, 0
Pithi B-Type Small Shield Booster,0,2.2E+08,-2.2E+08, -Infinity,1, -220000000, 0
Pithi A-Type Small Shield Booster,0,2.5E+08,-2.5E+08, -Infinity,1, -250000000, 0
Gistum C-Type Medium Shield Booster,0,6.575996E+07,-6.575996E+07, -Infinity,1, -65759960, 0
Gistum B-Type Medium Shield Booster,7.3E+07,8.55E+07,-1.25E+07, -17.12329,1, -12500000, 18.181818181818181818181818180
Gistum A-Type Medium Shield Booster,6E+08,3.191112E+08,2.808888E+08, 46.8148,1, 280888800, 0
Pithum C-Type Medium Shield Booster,1.5325E+08,7.049E+07,8.276E+07, 54.00326,2, 165520000, 0
Pithum B-Type Medium Shield Booster,0,2.65E+08,-2.65E+08, -Infinity,1, -265000000, 0
Pithum A-Type Medium Shield Booster,4.925E+08,3.54E+08,1.385E+08, 28.12183,1, 138500000, 0
Gist C-Type Large Shield Booster,2.5E+08,2.159928E+08,3.40072E+07, 13.60288,1, 34007200, 0
Gist B-Type Large Shield Booster,2.3E+08,2.2E+08,1E+07, 4.347826,1, 10000000, 37.500
Gist C-Type X-Large Shield Booster,0,3.72E+08,-3.72E+08, -Infinity,1, -372000000, 0
Gist B-Type X-Large Shield Booster,0,3.1E+08,-3.1E+08, -Infinity,1, -310000000, 0
Gist A-Type X-Large Shield Booster,0,3.506091E+08,-3.506091E+08, -Infinity,1, -350609100, 0
Gist X-Type X-Large Shield Booster,4.73E+08,5.2E+08,-4.7E+07, -9.936575,1, -47000000, 0
Gist A-Type Large Shield Booster,3.35E+08,2.98E+08,3.7E+07, 11.04478,1, 37000000, 0
Gist X-Type Large Shield Booster,4.49E+08,3.339999E+08,1.150001E+08, 25.61249,1, 115000100, 0
Pith C-Type Large Shield Booster,1.6E+08,1.46945E+08,1.305501E+07, 8.15938,1, 13055010, 66.666666666666666666666666670
Pith C-Type X-Large Shield Booster,0,7.399999E+07,-7.399999E+07, -Infinity,1, -73999990, 0
Pith B-Type Large Shield Booster,2.4E+08,2.40036E+08,-35968, -0.01498667,1, -35968, 33.333333333333333333333333330
Pith B-Type X-Large Shield Booster,1.2883E+08,6.499997E+07,6.383003E+07, 49.54594,1, 63830030, 0
Pith A-Type Large Shield Booster,2.8E+08,2.49E+08,3.1E+07, 11.07143,1, 31000000, 14.285714285714285714285714290
Pith A-Type X-Large Shield Booster,1.29E+08,1.03E+08,2.600002E+07, 20.15505,1, 26000020, 0
Pith X-Type Large Shield Booster,4.395E+08,3.25E+08,1.145E+08, 26.05233,1, 114500000, 0
Pith X-Type X-Large Shield Booster,1.499E+08,1.380004E+08,1.189955E+07, 7.938327,1, 11899550, 7.6923076923076923076923076900
Pithum C-Type Explosive Deflection Amplifier,5700000,196994,5503006, 96.54397,1, 5503006, 23.076923076923076923076923080
Pithum C-Type Thermal Dissipation Amplifier,2300000,1000000,1300000, 56.52174,1, 1300000, 34.523809523809523809523809520
Pithum C-Type Kinetic Deflection Amplifier,3999976,385000,3614976, 90.37494,2, 7229951, 2.1739130434782608695652173900
