ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Eifyr and Co. 'Rogue' Fuel Conservation FC-803,"5,000,000.00","2,198,000.00","2,802,000.00",56.04,1.00,"2,802,000.00",5.97,,
Imperial Navy Energized EM Membrane,"5,000,000.00","2,199,000.00","2,801,000.00",56.02,1.00,"2,801,000.00",0.00,,
Caldari Navy Scourge Torpedo,"2,800.00","2,300.00",500.00,17.86,"5,602.00","2,801,000.00",8.81,,
Improved Sooth Sayer Booster,"4,599,900.00","1,799,000.00","2,800,900.00",60.89,1.00,"2,800,900.00",0.00,,
Navitas Blueprint,"5,499,888.00","2,698,995.00","2,800,893.00",50.93,1.00,"2,800,892.00",0.00,,
Ceramic Powder,"3,199.00","3,099.00",100.00,3.13,"28,006.00","2,800,600.00",0.00,,
Dual Heavy Beam Laser I,"1,199,999.00","499,990.00","700,009.00",58.33,4.00,"2,800,036.00",5.00,,
Gravid Medium Energy Neutralizer Mutaplasmid,"9,800,000.00","6,999,999.00","2,800,001.00",28.57,1.00,"2,800,001.00",0.00,,
Warp Disruption Field Generator II,"5,499,000.00","4,099,942.00","1,399,059.00",25.44,2.00,"2,798,117.00",29.03,,
Graviton Pulse Generator,"44,000.00","30,998.94","13,001.06",29.55,215.00,"2,795,228.00",17.53,,
Imperial Navy Sergeant Insignia III,"95,000.00","65,000.00","30,000.00",31.58,93.00,"2,790,000.00",0.00,,
Blood Multifrequency M,"1,399,021.00","470,000.00","929,021.00",66.41,3.00,"2,787,063.00",6.25,,
Pulse Shield Emitter,"70,000.00","56,298.98","13,701.02",19.57,202.00,"2,767,606.00",0.17,,
Mjolnir Javelin Heavy Assault Missile,210.00,116.87,93.13,44.35,"29,697.00","2,765,682.00",6.57,,
Antibiotics,305.50,300.00,5.50,1.80,"502,305.00","2,762,678.00",0.91,,
Large Remote Capacitor Transmitter II,"4,800,000.00","4,110,994.00","689,006.00",14.35,4.00,"2,756,024.00",19.16,,
Abaddon Exoplanets Hunter SKIN (Permanent),"3,200,000.00","444,999.90","2,755,000.00",86.09,1.00,"2,755,000.00",0.00,,
Ishkur,"30,750,000.00","27,997,630.00","2,752,368.00",8.95,1.00,"2,752,368.00",12.50,,
Medium Nanobot Accelerator I,"2,799,995.00","2,249,995.00","550,000.30",19.64,5.00,"2,750,001.00",28.92,,
Heron Blueprint,"5,500,000.00","2,750,000.00","2,750,000.00",50.00,1.00,"2,750,000.00",83.33,,
Mining Laser Upgrade II,"799,998.80","750,999.00","48,999.81",6.12,56.00,"2,743,990.00",38.45,,
Electrolytic Capacitor Unit,"71,000.00","64,989.00","6,011.00",8.47,453.00,"2,722,983.00",51.98,,
Transcranial Microcontrollers,"80,000.00","74,714.98","5,285.02",6.61,512.00,"2,705,932.00",4.59,,
Centum C-Type Energized Kinetic Membrane,"5,000,000.00","2,300,000.00","2,700,000.00",54.00,1.00,"2,700,000.00",0.00,,
Guardian Uranium Charge M,"2,999.97","1,000.00","1,999.97",66.67,"1,350.00","2,699,960.00",1.07,,
Celestis Glacial Drift SKIN (Permanent),"3,900,000.00","1,200,102.00","2,699,899.00",69.23,1.00,"2,699,898.00",0.00,,
Tungsten,"10,848.00","10,497.94",350.06,3.23,"7,645.00","2,676,206.00",3.24,,
Crimson Scythes Firework,"1,085.84",554.49,531.35,48.93,"5,016.00","2,665,252.00",0.70,,
Decayed Small Energy Neutralizer Mutaplasmid,"1,200,000.00","535,000.00","665,000.00",55.42,4.00,"2,660,000.00",0.00,,
Light Ion Blaster II,"755,000.60","598,998.90","156,001.70",20.66,17.00,"2,652,029.00",9.91,,
Shadow Lead Charge XL,"8,800.00","3,499.00","5,301.00",60.24,500.00,"2,650,500.00",10.00,,
Zainou 'Deadeye' Medium Hybrid Turret MH-803,"25,850,000.00","23,199,890.00","2,650,112.00",10.25,1.00,"2,650,112.00",10.00,,
Kestrel Blueprint,"5,500,000.00","2,850,000.00","2,650,000.00",48.18,1.00,"2,650,000.00",50.00,,
Merlin Blueprint,"5,500,000.00","2,850,000.00","2,650,000.00",48.18,1.00,"2,650,000.00",66.67,,
Bustard Exoplanets Hunter SKIN (Permanent),"3,100,001.00","460,000.00","2,640,001.00",85.16,1.00,"2,640,001.00",20.00,,
Imperial Navy Standard M,"750,000.00","420,022.40","329,977.60",44.00,8.00,"2,639,821.00",7.77,,
Refugees,"299,900.00","59,985.63","239,914.40",80.00,11.00,"2,639,058.00",0.00,,
Agitated Gamma Filament,"1,300,000.00","774,000.10","525,999.90",40.46,5.00,"2,630,000.00",31.52,,
Mega Modulated Pulse Energy Beam I,"657,859.60","394,990.00","262,869.60",39.96,10.00,"2,628,696.00",38.42,,
Guardian Lead Charge S,"2,500.00",531.49,"1,968.51",78.74,"1,333.00","2,624,024.00",2.36,,
Arch Angel Titanium Sabot M,"3,000.00","1,989.00","1,011.00",33.70,"2,581.00","2,609,391.00",7.01,,
Scorpion Exoplanets Hunter SKIN (Permanent),"3,500,000.00","893,332.90","2,606,667.00",74.48,1.00,"2,606,667.00",12.50,,
Women's 'Outlaw' Coat (Blood Raiders extra red),"4,566,256.00","1,959,700.00","2,606,556.00",57.08,1.00,"2,606,556.00",0.00,,
Guristas Scourge Light Missile,"1,200.00",600.00,600.00,50.00,"4,344.00","2,606,400.00",88.43,,
Maulus Blueprint,"5,500,000.00","2,899,999.00","2,600,001.00",47.27,1.00,"2,600,001.00",60.00,,
Svipul Exoplanets Hunter SKIN (Permanent),"3,000,000.00","404,999.00","2,595,001.00",86.50,1.00,"2,595,001.00",0.00,,
Domination 125mm Autocannon,"19,590,000.00","17,000,000.00","2,590,004.00",13.22,1.00,"2,590,004.00",0.00,,
Medium Anti-Thermal Screen Reinforcer II,"4,996,900.00","4,481,978.00","514,922.00",10.30,5.00,"2,574,610.00",14.64,,
True Sanshas Ultraviolet L,"759,000.00","544,800.00","214,200.00",28.22,12.00,"2,570,400.00",11.11,,
Basilisk Glacial Drift SKIN (Permanent),"22,666,780.00","20,100,000.00","2,566,776.00",11.32,1.00,"2,566,776.00",0.00,,
Small Anti-EM Screen Reinforcer I,"99,000.00","34,989.81","64,010.19",64.66,40.00,"2,560,408.00",11.98,,
500MN Quad LiF Restrained Microwarpdrive,"440,000.00","359,998.00","80,002.00",18.18,32.00,"2,560,064.00",2.94,,
800mm Repeating Cannon II,"3,000,000.00","2,839,997.00","160,003.00",5.33,16.00,"2,560,048.00",31.70,,
Caldari Navy Iridium Charge L,"1,377.82",802.08,575.74,41.79,"4,438.00","2,555,134.00",26.39,,
Guardian Iridium Charge M,"1,999.00",849.99,"1,149.01",57.48,"2,223.00","2,554,249.00",7.60,,
Confessor Exoplanets Hunter SKIN (Permanent),"3,000,000.00","449,999.00","2,550,001.00",85.00,1.00,"2,550,001.00",33.33,,
Guardian Thorium Charge S,"3,895.54",746.99,"3,148.55",80.82,806.00,"2,537,731.00",8.27,,
Small Warhead Calefaction Catalyst II,"4,899,500.00","2,367,991.00","2,531,509.00",51.67,1.00,"2,531,509.00",21.24,,
Claw Capsuleer Day XV SKIN (Permanent),"12,500,000.00","9,969,998.00","2,530,002.00",20.24,1.00,"2,530,002.00",0.00,,
Imperial Navy Radio L,"1,229,504.00","808,999.00","420,504.50",34.20,6.00,"2,523,027.00",6.67,,
Brutix Serpentis SKIN (30 Days),"1,500,000.00","240,000.00","1,260,000.00",84.00,2.00,"2,520,000.00",0.00,,
Tristan Blueprint,"5,499,000.00","2,979,999.00","2,519,001.00",45.81,1.00,"2,519,001.00",57.14,,
Incursus Glacial Drift SKIN (Permanent),"3,499,999.00","989,999.00","2,510,000.00",71.71,1.00,"2,510,000.00",0.00,,
Damage Control II,"485,000.00","470,000.00","15,000.00",3.09,167.00,"2,505,000.00",23.21,,
Women's 'Eico Flamjaw' Facial Augmentation,"950,000.00","115,000.00","835,000.00",87.89,3.00,"2,505,000.00",0.00,,
Stabber Fleet Issue,"47,750,190.00","46,498,990.00","1,251,196.00",2.62,2.00,"2,502,392.00",0.00,,
Armor EM Resistance Script,"79,998.67","6,399.88","73,598.79",92.00,34.00,"2,502,359.00",0.46,,
5a Prototype Shield Support I,"2,900,900.00","399,997.00","2,500,903.00",86.21,1.00,"2,500,903.00",36.36,,
Small Anti-EM Pump II,"15,999,990.00","13,499,550.00","2,500,441.00",15.63,1.00,"2,500,441.00",36.54,,
Drake Navy Issue Exoplanets Hunter SKIN (Permanent),"4,500,000.00","1,999,985.00","2,500,015.00",55.56,1.00,"2,500,015.00",0.00,,
Zainou 'Deadeye' Rapid Launch RL-1002,"11,500,000.00","8,999,999.00","2,500,001.00",21.74,1.00,"2,500,001.00",0.00,,
Shadow Serpentis Armor EM Hardener,"8,000,000.00","5,500,000.00","2,500,001.00",31.25,1.00,"2,500,000.00",37.93,,
Shadow Serpentis Small Armor Repairer,"17,000,000.00","14,500,000.00","2,500,000.00",14.71,1.00,"2,500,000.00",0.00,,
Medium Anti-Explosive Pump I Blueprint,"2,500,000.00",0.00,"2,500,000.00",100.00,1.00,"2,500,000.00",20.00,,
Medium Anti-Thermal Pump I Blueprint,"2,500,000.00",0.00,"2,500,000.00",100.00,1.00,"2,500,000.00",20.00,,
Unrefined Hyperflurite Reaction Formula,"10,000,000.00","7,500,000.00","2,500,000.00",25.00,1.00,"2,500,000.00",0.00,,
Unrefined Ferrofluid Reaction Formula,"10,000,000.00","7,500,000.00","2,500,000.00",25.00,1.00,"2,500,000.00",0.00,,
Unrefined Prometium Reaction Formula,"10,000,000.00","7,500,000.00","2,500,000.00",25.00,1.00,"2,500,000.00",0.00,,
Men's 'Esquire' Coat (red/gold),"4,999,999.00","2,500,000.00","2,499,999.00",50.00,1.00,"2,499,999.00",1.10,,
'Stalwart' Particle Field Magnifier,"4,499,998.00","1,999,999.00","2,499,999.00",55.56,1.00,"2,499,999.00",19.15,,
Scan Rangefinding Array II,"1,984,000.00","1,154,997.00","829,003.00",41.78,3.00,"2,487,009.00",8.60,,
Dual 650mm Repeating Cannon II,"5,122,000.00","4,766,998.00","355,002.00",6.93,7.00,"2,485,014.00",30.83,,
Entropic Radiation Sink II,"7,196,000.00","6,575,589.00","620,411.00",8.62,4.00,"2,481,644.00",67.30,,
Small Proton Smartbomb II,"2,900,000.00","419,881.00","2,480,119.00",85.52,1.00,"2,480,119.00",10.00,,
Miasmos Exoplanets Hunter SKIN (Permanent),"2,800,000.00","325,000.00","2,475,000.00",88.39,1.00,"2,475,000.00",0.00,,
Men's 'Mistborne Rime' Augmentation,"1,000,000.00","178,000.00","822,000.00",82.20,3.00,"2,466,000.00",0.00,,
Dark Blood Standard M,"899,997.00","489,603.40","410,393.60",45.60,6.00,"2,462,362.00",8.76,,
Small Transverse Bulkhead I,"612,734.60","524,991.60","87,742.94",14.32,28.00,"2,456,802.00",36.91,,
Rupture Exoplanets Hunter SKIN (Permanent),"2,500,000.00","50,000.00","2,450,000.00",98.00,1.00,"2,450,000.00",7.69,,
Bantam Blueprint,"4,999,999.00","2,550,000.00","2,449,999.00",49.00,1.00,"2,449,998.00",18.75,,
Scan Acquisition Array II,"2,500,000.00","1,276,217.00","1,223,783.00",48.95,2.00,"2,447,566.00",5.24,,
Antimatter Charge XL,"2,000.00","1,395.00",605.00,30.25,"4,043.00","2,446,015.00",0.00,,
True Sanshas Xray L,"770,999.00","500,000.00","270,999.00",35.15,9.00,"2,438,991.00",13.24,,
Punisher Exoplanets Hunter SKIN (Permanent),"2,499,999.00","63,607.12","2,436,392.00",97.46,1.00,"2,436,392.00",0.00,,
Sunesis Capsuleer Elite XV SKIN (Permanent),"2,500,000.00","75,700.00","2,424,300.00",96.97,1.00,"2,424,300.00",27.27,,
Myrmidon,"38,000,000.00","36,788,400.00","1,211,596.00",3.19,2.00,"2,423,192.00",20.83,,
Magnetometric ECM II,"1,800,500.00","1,399,999.00","400,501.00",22.24,6.00,"2,403,006.00",20.83,,
Large Compact Pb-Acid Cap Battery,"200,000.00","49,989.35","150,010.60",75.01,16.00,"2,400,170.00",5.69,,
Synth Sooth Sayer Booster,"1,200,000.00","799,995.00","400,005.00",33.33,6.00,"2,400,030.00",2.56,,
Apotheosis,"1,000,000.00","399,994.00","600,006.00",60.00,4.00,"2,400,024.00",24.24,,
Dark Blood Gamma M,"900,000.00","599,997.10","300,002.90",33.33,8.00,"2,400,023.00",25.00,,
True Sansha Energized Thermal Membrane,"2,900,000.00","500,000.00","2,400,000.00",82.76,1.00,"2,400,000.00",0.00,,
Sigil Blueprint,"8,000,000.00","5,600,000.00","2,400,000.00",30.00,1.00,"2,400,000.00",6.67,,
Magnate Sarum SKIN (Permanent),"3,600,000.00","1,200,000.00","2,400,000.00",66.67,1.00,"2,400,000.00",20.00,,
Heavy Fleeting Compact Warp Disruptor Blueprint,"2,400,000.00",0.00,"2,400,000.00",100.00,1.00,"2,400,000.00",0.00,,
Large Energy Locus Coordinator I,"2,399,995.00",0.00,"2,399,995.00",100.00,1.00,"2,399,995.00",19.61,,
Large Anti-EM Pump I,"8,999,995.00","7,800,000.00","1,199,995.00",13.33,2.00,"2,399,990.00",38.46,,
Atron Blueprint,"5,499,000.00","3,100,000.00","2,399,000.00",43.63,1.00,"2,399,000.00",28.57,,
Svipul,"39,998,900.00","38,799,990.00","1,198,904.00",3.00,2.00,"2,397,808.00",16.36,,
Olfei Medallion,"999,010.00","200,000.00","799,010.00",79.98,3.00,"2,397,030.00",4.55,,
Poteque 'Prospector' Astrometric Pinpointing AP-602,"3,749,000.00","1,352,910.00","2,396,090.00",63.91,1.00,"2,396,090.00",10.53,,
Calm Electrical Filament,"336,836.30","166,433.80","170,402.50",50.59,14.00,"2,385,635.00",79.28,,
Medium Blaster Specialization,"3,479,998.00","2,287,981.00","1,192,017.00",34.25,2.00,"2,384,034.00",25.89,,
Decayed Heat Sink Mutaplasmid,"3,799,000.00","1,420,000.00","2,379,000.00",62.62,1.00,"2,379,000.00",40.00,,
Caldari Navy Iron Charge S,"1,500.09",528.98,971.11,64.74,"2,440.00","2,369,508.00",1.70,,
Republic Fleet Phased Plasma L,"1,000.00",950.00,50.00,5.00,"47,372.00","2,368,600.00",44.47,,
Vexor Exoplanets Hunter SKIN (Permanent),"2,800,000.00","433,322.00","2,366,678.00",84.52,1.00,"2,366,678.00",0.00,,
Missile Guidance Enhancer II,"1,200,000.00","904,297.40","295,702.60",24.64,8.00,"2,365,620.00",13.00,,
Inherent Implants 'Lancer' Large Energy Turret LE-1003,"22,200,000.00","19,839,690.00","2,360,308.00",10.63,1.00,"2,360,308.00",50.00,,
Small Remote Hull Repairer II,"2,999,999.00","643,000.00","2,356,999.00",78.57,1.00,"2,356,998.00",68.75,,
Standard Sooth Sayer Booster,"1,994,000.00","818,999.00","1,175,001.00",58.93,2.00,"2,350,002.00",1.10,,
Shadow Serpentis Adaptive Nano Plating,"2,900,000.00","550,000.00","2,350,000.00",81.03,1.00,"2,350,000.00",23.26,,
Scythe Exoplanets Hunter SKIN (Permanent),"2,500,000.00","150,000.00","2,350,000.00",94.00,1.00,"2,350,000.00",0.00,,
Marines,"35,000.00","9,799.89","25,200.11",72.00,93.00,"2,343,610.00",0.00,,
Medium Anti-Explosive Pump I,"1,760,000.00","1,500,000.00","260,000.30",14.77,9.00,"2,340,002.00",17.06,,
Medium 'Accommodation' Vestment Reconstructer I,"482,996.00","148,998.00","333,998.00",69.15,7.00,"2,337,986.00",17.84,,
'Integrated' Warrior,"989,998.00","698,000.00","291,998.00",29.49,8.00,"2,335,984.00",20.67,,
Focused Medium Beam Laser II,"3,500,000.00","3,111,493.00","388,507.00",11.10,6.00,"2,331,042.00",3.37,,
Armor Command Burst I,"1,950,000.00","784,896.40","1,165,104.00",59.75,2.00,"2,330,207.00",19.51,,
Hemorphite Mining Crystal II,"538,500.00","305,999.90","232,500.10",43.18,10.00,"2,325,000.00",26.27,,
Heavy Missile Specialization,"2,950,000.00","2,371,000.00","579,000.00",19.63,4.00,"2,316,000.00",0.00,,
Decayed Small Shield Extender Mutaplasmid,"1,199,992.00","47,000.00","1,152,992.00",96.08,2.00,"2,305,984.00",25.00,,
Small Auxiliary Nano Pump I,"640,000.00","511,966.40","128,033.60",20.01,18.00,"2,304,604.00",25.04,,
Medium Low Friction Nozzle Joints I,"1,290,000.00","1,097,992.00","192,007.60",14.88,12.00,"2,304,092.00",17.07,,
Limited Hyperspatial Accelerator,"19,900,000.00","17,599,980.00","2,300,016.00",11.56,1.00,"2,300,016.00",30.30,,
Large Warhead Rigor Catalyst I,"7,750,000.00","6,599,999.00","1,150,001.00",14.84,2.00,"2,300,002.00",67.57,,
Loki Defensive - Augmented Durability,"41,000,000.00","38,714,970.00","2,285,032.00",5.57,1.00,"2,285,032.00",17.44,,
Guristas Tungsten Charge L,699.84,47.88,651.96,93.16,"3,503.00","2,283,816.00",3.99,,
Small Infectious Scoped Energy Neutralizer,"200,000.00","9,999.00","190,001.00",95.00,12.00,"2,280,012.00",18.31,,
Federation Navy Iron Charge L,"1,600.00",969.00,631.00,39.44,"3,613.00","2,279,803.00",9.96,,
Purifier,"32,999,000.00","31,859,980.00","1,139,016.00",3.45,2.00,"2,278,032.00",32.73,,
Medium Armor Repairer II,"1,423,930.00","1,324,999.00","98,931.00",6.95,23.00,"2,275,413.00",17.20,,
Small Transverse Bulkhead II,"2,500,000.00","2,348,776.00","151,224.50",6.05,15.00,"2,268,368.00",17.04,,
Inherent Implants 'Highwall' Mining MX-1001,"2,955,972.00","688,000.00","2,267,972.00",76.73,1.00,"2,267,972.00",24.07,,
Prototype 'Arbalest' Heavy Assault Missile Launcher I,"524,089.00","349,991.90","174,097.10",33.22,13.00,"2,263,262.00",20.59,,
Small Focused Modulated Energy Beam I,"1,299,000.00","846,400.00","452,600.00",34.84,5.00,"2,263,000.00",0.00,,
Standard Frentix Booster,"2,975,000.00","2,598,998.00","376,002.00",12.64,6.00,"2,256,012.00",1.55,,
Expanded Probe Launcher I,"40,000.00","12,489.98","27,510.02",68.78,82.00,"2,255,822.00",10.12,,
Crokite Mining Crystal II,"625,000.00","399,999.90","225,000.10",36.00,10.00,"2,250,001.00",4.58,,
Shadow Serpentis Armor Kinetic Hardener,"11,000,000.00","8,750,000.00","2,250,000.00",20.45,1.00,"2,250,000.00",26.47,,
Corpii A-Type Kinetic Plating,"3,500,000.00","1,250,000.00","2,250,000.00",64.29,1.00,"2,250,000.00",47.62,,
Standard Blue Pill Booster,"3,449,696.00","3,000,000.00","449,696.00",13.04,5.00,"2,248,480.00",24.60,,
Morphite,"8,300.00","8,158.87",141.13,1.70,"15,928.00","2,247,917.00",13.88,,
Pithum B-Type Explosive Deflection Amplifier,"4,394,259.00","2,148,079.00","2,246,180.00",51.12,1.00,"2,246,180.00",0.00,,
Medium Shield Booster II,"900,000.00","695,989.70","204,010.30",22.67,11.00,"2,244,114.00",25.28,,
Scourge Fury Light Missile,149.97,114.97,35.00,23.34,"63,981.00","2,239,335.00",34.28,,
Rifter Exoplanets Hunter SKIN (Permanent),"2,320,000.00","80,999.97","2,239,000.00",96.51,1.00,"2,239,000.00",0.00,,
Mid-grade Talisman Omega,"122,222,200.00","120,000,000.00","2,222,240.00",1.82,1.00,"2,222,240.00",0.00,,
Shield Flux Coil II,"1,400,000.00","659,999.00","740,001.00",52.86,3.00,"2,220,003.00",8.42,,
Dual 180mm Prototype Automatic Cannon,"600,000.00","47,260.93","552,739.10",92.12,4.00,"2,210,956.00",19.61,,
Nereus Exoplanets Hunter SKIN (Permanent),"2,499,000.00","288,999.90","2,210,000.00",88.44,1.00,"2,210,000.00",28.57,,
Republic Fleet Armor EM Hardener,"10,000,000.00","7,799,999.00","2,200,001.00",22.00,1.00,"2,200,001.00",0.00,,
Eifyr and Co. 'Rogue' Acceleration Control AC-601,"2,200,000.00",0.00,"2,200,000.00",100.00,1.00,"2,200,000.00",4.76,,
Minokawa Exoplanets Hunter SKIN (Permanent),"14,000,000.00","11,800,000.00","2,200,000.00",15.71,1.00,"2,200,000.00",33.33,,
Standup Heavy Missile,"8,998.99","8,321.00",677.99,7.53,"3,224.00","2,185,840.00",63.60,,
Nanofiber Internal Structure II,"300,000.00","274,893.00","25,107.00",8.37,87.00,"2,184,309.00",10.47,,
Limited Jump Drive Economizer,"11,588,780.00","10,499,990.00","1,088,786.00",9.40,2.00,"2,177,572.00",66.67,,
Imicus Blueprint,"5,475,999.00","3,300,000.00","2,175,999.00",39.74,1.00,"2,175,999.00",14.29,,
Caldari Navy Thorium Charge M,997.54,694.67,302.87,30.36,"7,161.00","2,168,852.00",60.27,,
200mm 'Scout' Accelerator Cannon,"800,000.00","77,099.00","722,901.00",90.36,3.00,"2,168,703.00",16.92,,
Typhoon Exoplanets Hunter SKIN (Permanent),"2,500,000.00","333,333.00","2,166,667.00",86.67,1.00,"2,166,667.00",0.00,,
Medium Cargohold Optimization I,"428,450.00","363,016.90","65,433.03",15.27,33.00,"2,159,290.00",35.07,,
Small Core Defense Charge Economizer II,"3,999,000.00","1,840,000.00","2,159,000.00",53.99,1.00,"2,159,000.00",1.49,,
Federation Navy Iridium Charge L,"1,800.00",840.00,960.00,53.33,"2,246.00","2,156,160.00",18.65,,
Raging Electrical Filament,"15,000,000.00","14,282,990.00","717,006.00",4.78,3.00,"2,151,018.00",0.00,,
Zainou 'Snapshot' Rockets RD-901,"3,000,000.00","850,000.00","2,150,000.00",71.67,1.00,"2,150,000.00",40.00,,
Light Missile Specialization,"1,000,000.00","692,999.90","307,000.10",30.70,7.00,"2,149,000.00",0.01,,
Guristas Antimatter Charge S,"3,498.71",899.63,"2,599.08",74.29,826.00,"2,146,840.00",0.48,,
Republic Fleet Proton L,"1,000.00",892.85,107.15,10.72,"19,986.00","2,141,500.00",2.65,,
Dominix Navy Issue Spirit SKIN (Permanent),"13,640,000.00","11,498,900.00","2,141,104.00",15.70,1.00,"2,141,104.00",50.00,,
Blood Radio L,"397,777.00","42,000.00","355,777.00",89.44,6.00,"2,134,662.00",3.95,,
Inherent Implants 'Lancer' Gunnery RF-901,"2,900,000.00","770,000.00","2,130,000.00",73.45,1.00,"2,130,000.00",14.29,,
R.Db - Roden Shipyards Blueprint,"4,000,000.00","1,878,878.00","2,121,122.00",53.03,1.00,"2,121,122.00",0.00,,
Large Hybrid Metastasis Adjuster I,"22,000,000.00","19,879,000.00","2,120,996.00",9.64,1.00,"2,120,996.00",6.12,,
Gravid Large Shield Booster Mutaplasmid,"4,000,000.00","1,888,888.00","2,111,112.00",52.78,1.00,"2,111,112.00",0.00,,
Caldari Navy Nova Cruise Missile,"2,000.09","1,759.68",240.41,12.02,"8,769.00","2,108,154.00",8.08,,
Telemetry Processor,"54,999.00","16,000.00","38,999.00",70.91,54.00,"2,105,946.00",0.00,,
Self-Assembling Nanolattice,"4,201,000.00","3,500,000.00","701,000.00",16.69,3.00,"2,103,000.00",0.00,,
Small Focused Pulse Laser II,"800,000.00","649,899.00","150,101.00",18.76,14.00,"2,101,414.00",19.88,,
Men's Exoplanets Hunter T-shirt,"2,500,000.00","399,998.00","2,100,002.00",84.00,1.00,"2,100,002.00",25.00,,
Dark Blood Xray M,"850,000.00","499,999.90","350,000.10",41.18,6.00,"2,100,000.00",9.32,,
Yan Jung Technology,"1,299,997.00","250,000.00","1,049,997.00",80.77,2.00,"2,099,994.00",14.81,,
Small Hybrid Metastasis Adjuster II,"3,000,000.00","901,999.00","2,098,001.00",69.93,1.00,"2,098,001.00",7.02,,
Inferno Javelin Heavy Assault Missile,164.11,79.98,84.13,51.26,"24,924.00","2,096,856.00",18.87,,
Skirmish Command Burst I,"2,610,000.00","519,778.00","2,090,222.00",80.09,1.00,"2,090,222.00",15.18,,
Large Warhead Calefaction Catalyst I,"9,990,000.00","7,899,975.00","2,090,025.00",20.92,1.00,"2,090,025.00",46.88,,
Dread Guristas Explosive Deflection Field,"3,000,000.00","910,499.40","2,089,501.00",69.65,1.00,"2,089,501.00",13.21,,
Synth Blue Pill Booster,"1,100,000.00","579,967.90","520,032.10",47.28,4.00,"2,080,128.00",18.73,,
Explosive Deflection Field II,"2,000,000.00","1,653,919.00","346,081.30",17.30,6.00,"2,076,488.00",28.64,,
Gravimetric ECM II,"1,499,995.00","1,085,002.00","414,993.10",27.67,5.00,"2,074,966.00",34.96,,
