ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Zainou 'Gypsy' Electronics Upgrades EU-602,Metropolis,Jita,1.2E+07,6999995,5000005,41.66671,1,3,83.33342,1.500002E+07
Zainou 'Gypsy' CPU Management EE-602,Metropolis,Jita,9996997,6799998,3197000,31.9796,5,178,2910.144,5.690659E+08
Zainou 'Gypsy' CPU Management EE-604,Metropolis,Jita,1.302E+08,1.245E+08,5700000,4.37788,1,3,8.75576,1.71E+07
Zainou 'Gypsy' Signature Analysis SA-702,Metropolis,Jita,1.2E+07,9180000,2820000,23.5,3,2,47,8460000
Zainou 'Gypsy' Electronic Warfare EW-902,Metropolis,Jita,1.1E+07,1.24E+07,1400000,11.29032,1,1,11.29032,1400000
Zainou 'Gypsy' Long Range Targeting LT-802,Metropolis,Jita,1E+07,1.074E+07,740000,6.890131,1,2,6.890131,1480000
Quad Light Beam Laser II,Metropolis,Jita,520000,1001914,481914.4,48.09936,2,52,1298.683,2.505955E+07
Inherent Implants 'Noble' Repair Systems RS-602,Metropolis,Jita,1.42E+07,8120012,6079988,42.81682,1,5,128.4505,3.039994E+07
Medium Standard Container,Metropolis,Jita,222221.1,8654.37,213566.7,96.10551,2,81,3940.326,1.729891E+07
Large Standard Container,Metropolis,Jita,52500,16081.01,36418.99,69.36951,7,77,2913.519,2804263
Small Standard Container,Metropolis,Jita,8583.32,1990,6593.32,76.8155,18,612,24196.88,4035112
Gunnery,Metropolis,Jita,30000,23999.67,6000.33,20.0011,1,3,40.0022,18000.99
Small Hybrid Turret,Metropolis,Jita,30000,27902.91,2097.09,6.9903,2,42,153.7866,88077.77
Small Projectile Turret,Metropolis,Jita,30000,22999.07,7000.93,23.33643,2,67,793.4387,469062.3
Small Energy Turret,Metropolis,Jita,30000,238969.6,208969.6,87.44611,3,33,1574.03,6895997
Medium Hybrid Turret,Metropolis,Jita,125000,230556.1,105556.1,45.78326,3,67,1602.414,7072257
Medium Projectile Turret,Metropolis,Jita,125000,193609.6,68609.61,35.43709,4,36,708.7418,2469946
Medium Energy Turret,Metropolis,Jita,125000,114663.2,10336.82,8.269456,2,48,206.7364,496167.4
Large Hybrid Turret,Metropolis,Jita,2799000,2902656,103656.3,3.571083,2,46,85.70598,4768188
Large Projectile Turret,Metropolis,Jita,3000000,2951263,48736.75,1.624558,2,47,38.9894,2290627
Large Energy Turret,Metropolis,Jita,2900000,3090769,190769.3,6.172225,1,65,203.6834,1.24E+07
Rapid Firing,Metropolis,Jita,60000,101340.7,41340.7,40.79378,1,7,163.1751,289384.9
Sharpshooter,Metropolis,Jita,100000,87685.5,12314.5,12.3145,1,8,49.258,98516
Motion Prediction,Metropolis,Jita,90000,80807.43,9192.57,10.21397,1,7,40.85587,64347.99
Surgical Strike,Metropolis,Jita,1500000,1465800,34200,2.28,1,10,11.4,342000
Controlled Bursts,Metropolis,Jita,100000,77426.47,22573.53,22.57353,1,7,90.29413,158014.7
Trajectory Analysis,Metropolis,Jita,250000,249928.6,71.4375,0.028575,1,14,0.200025,1000.125
Weapon Upgrades,Metropolis,Jita,80000,68646.95,11353.05,14.19131,1,9,70.95654,102177.4
Missile Launcher Operation,Metropolis,Jita,29999,20099.42,9899.58,32.9997,1,12,197.9982,118795
Rockets,Metropolis,Jita,10017.07,35615.74,25598.67,71.8746,6,37,1509.366,947150.7
Light Missiles,Metropolis,Jita,30000,39270,9270,23.60581,10,72,967.8381,667440
Auto-Targeting Missiles,Metropolis,Jita,35909.09,36479.43,570.3398,1.563456,1,10,7.81728,5703.398
Defender Missiles,Metropolis,Jita,45000,77818.17,32818.17,42.17289,1,22,463.9018,721999.8
Heavy Missiles,Metropolis,Jita,125000,161586.8,36586.81,22.6422,1,30,339.633,1097604
Torpedoes,Metropolis,Jita,500000,715250.1,215250.1,30.09439,1,20,300.9438,4305003
Cruise Missiles,Metropolis,Jita,750000,764051.3,14051.31,1.839054,2,39,36.78107,548001.2
Spaceship Command,Metropolis,Jita,30000,700,29300,97.66666,1,1,97.66666,29300
Gallente Frigate,Metropolis,Jita,49166.67,86236.85,37070.18,42.98647,12,80,1977.378,2965615
Minmatar Frigate,Metropolis,Jita,50000,69994.54,19994.54,28.56586,12,47,828.4098,939743.3
Caldari Frigate,Metropolis,Jita,50000,53736.04,3736.039,6.952576,13,77,312.8659,287675
Amarr Frigate,Metropolis,Jita,50770.61,52568.17,1797.563,3.419488,9,48,95.74567,86283
Gallente Cruiser,Metropolis,Jita,1015000,1100000,85000,7.727273,10,163,664.5454,1.3855E+07
Minmatar Cruiser,Metropolis,Jita,975000,1003333,28332.88,2.823876,6,42,67.77303,1189981
Caldari Cruiser,Metropolis,Jita,1000000,994869.5,5130.5,0.51305,13,95,27.7047,487397.5
Amarr Cruiser,Metropolis,Jita,1000000,967395.9,32604.13,3.260412,2,48,81.51031,1564998
Gallente Battleship,Metropolis,Jita,7500000,7345778,154222.5,2.0563,7,67,76.0831,1.033291E+07
Minmatar Battleship,Metropolis,Jita,7500000,7578128,78128,1.030967,3,45,24.74321,3515760
Caldari Battleship,Metropolis,Jita,7500000,7158378,341622.5,4.554966,1,53,122.9841,1.810599E+07
Amarr Battleship,Metropolis,Jita,7500000,7506400,6400,0.08526058,3,50,2.216775,320000
Gallente Industrial,Metropolis,Jita,500000,411252,88748.03,17.74961,6,52,514.7386,4614898
Minmatar Industrial,Metropolis,Jita,500000,479714.2,20285.81,4.057162,1,35,73.02892,710003.4
Caldari Industrial,Metropolis,Jita,500000,482352.3,17647.72,3.529544,1,17,31.76589,300011.2
Amarr Industrial,Metropolis,Jita,500000,499999.8,0.1875,3.75E-05,2,20,0.0004125,3.75
Gallente Titan,Metropolis,Jita,6E+09,6.3E+09,2.999997E+08,4.761901,1,1,4.761901,2.999997E+08
Minmatar Titan,Metropolis,Jita,6E+09,6E+09,0,0,1,3,0,0
Caldari Titan,Metropolis,Jita,5.5E+09,6E+09,4.999997E+08,8.333329,1,1,8.333329,4.999997E+08
Amarr Titan,Metropolis,Jita,5.5E+09,5.963636E+09,4.63636E+08,7.774384,1,11,46.64631,5.099996E+09
Leadership,Metropolis,Jita,30000,37739.73,7739.73,20.50818,2,34,369.1472,263150.8
Skirmish Command,Metropolis,Jita,100000,85500,14500,14.5,2,32,246.5,464000
Shield Command,Metropolis,Jita,125000,218768.2,93768.19,42.86189,2,13,300.0333,1218987
Shield Command Specialist,Metropolis,Jita,500000,1130126,630125.8,55.75714,6,56,1728.471,3.528704E+07
Information Command Specialist,Metropolis,Jita,500000,1072624,572624.4,53.38536,1,8,213.5414,4580995
Command Burst Specialist,Metropolis,Jita,2500000,2488884,11116,0.44464,1,13,3.11248,144508
Social,Metropolis,Jita,30000,31150.19,1150.189,3.6924,6,20,48.00119,23003.79
Negotiation,Metropolis,Jita,60000,113838.9,53838.88,47.29393,5,11,378.3514,592227.7
Diplomacy,Metropolis,Jita,200000,263816.4,63816.38,24.1897,2,18,241.897,1148695
Fast Talk,Metropolis,Jita,100000,228039.7,128039.7,56.14799,1,9,280.74,1152358
Connections,Metropolis,Jita,199999.9,195433.1,4566.813,2.283407,15,30,50.23495,137004.4
Criminal Connections,Metropolis,Jita,200000,327724.3,127724.3,38.97309,2,9,194.8655,1149519
Corporation Management,Metropolis,Jita,30000,26894.72,3105.279,10.35093,2,19,103.5093,59000.3
Diplomatic Relations,Metropolis,Jita,50000,36000,14000,28,1,2,28,28000
Starbase Defense Management,Metropolis,Jita,1000000,1045666,45666,4.367169,2,2,8.734338,91332
Industry,Metropolis,Jita,29000,7765.45,21234.55,73.22259,1,13,512.5581,276049.2
Reprocessing,Metropolis,Jita,43000,37961.7,5038.301,11.71698,6,22,164.0377,110842.6
Mining,Metropolis,Jita,27500,21542.48,5957.52,21.66371,4,66,758.2298,393196.3
Mass Production,Metropolis,Jita,120000,215760.3,95760.34,44.38274,4,55,1287.099,5266819
Advanced Industry,Metropolis,Jita,19999.66,62273.92,42274.26,67.88438,3,15,610.9594,634113.9
Reprocessing Efficiency,Metropolis,Jita,300000,307999.9,7999.906,2.597373,1,19,25.97373,151998.2
Mechanics,Metropolis,Jita,30000,131942.3,101942.3,77.26278,1,4,154.5256,407769.1
Repair Systems,Metropolis,Jita,45000,70302.12,25302.12,35.99055,3,68,1259.669,1720544
Hull Upgrades,Metropolis,Jita,85000,73357.14,11642.86,13.69748,1,7,54.78992,81500.02
Advanced Small Ship Construction,Metropolis,Jita,100000,185714.3,85714.28,46.15385,2,7,184.6154,600000
Advanced Industrial Ship Construction,Metropolis,Jita,2000000,2069999,69999,3.381596,1,1,3.381596,69999
Advanced Medium Ship Construction,Metropolis,Jita,1000000,948595.9,51404.13,5.140412,1,4,10.28082,205616.5
Advanced Large Ship Construction,Metropolis,Jita,3E+07,3.12E+07,1199998,3.846148,1,3,7.692296,3599994
Outpost Construction,Metropolis,Jita,1E+08,1.04E+08,4000000,3.846154,1,6,11.53846,2.4E+07
Science,Metropolis,Jita,30000,19933.95,10066.05,33.5535,1,1,33.5535,10066.05
Research,Metropolis,Jita,400000,507194.4,107194.4,21.13478,1,36,380.4261,3859000
Biology,Metropolis,Jita,37500,53793.57,16293.57,30.28907,2,45,696.6485,733210.7
Laboratory Operation,Metropolis,Jita,500000,548214.3,48214.31,8.794793,2,14,70.35835,675000.4
Sleeper Encryption Methods,Metropolis,Jita,1.5E+07,1.5E+07,0,0,1,4,0,0
Metallurgy,Metropolis,Jita,500000,510902.1,10902.13,2.133897,1,23,25.60677,250748.9
Astrogeology,Metropolis,Jita,500000,538282.9,38282.94,7.112047,3,34,128.0168,1301620
Cybernetics,Metropolis,Jita,100000,220368.7,120368.7,54.62149,1,10,273.1075,1203687
Astrometrics,Metropolis,Jita,500000,463041.4,36958.59,7.391719,1,5,22.17516,184793
Power Grid Management,Metropolis,Jita,30000,59368.76,29368.76,49.46838,1,2,49.46838,58737.52
Shield Operation,Metropolis,Jita,51954.23,56524.78,4570.551,8.085924,6,91,388.1244,415920.1
Capacitor Systems Operation,Metropolis,Jita,60000,43750,16250,27.08333,1,4,54.16667,65000
Capacitor Management,Metropolis,Jita,200000,292193.3,92193.31,31.55216,2,6,126.2087,553159.9
Shield Management,Metropolis,Jita,170000,181087.2,11087.19,6.122569,2,8,30.61284,88697.5
Tactical Shield Manipulation,Metropolis,Jita,210000,184746.6,25253.41,12.02543,1,9,60.12716,227280.7
Energy Pulse Weapons,Metropolis,Jita,130000,141219.4,11219.39,7.944653,2,51,206.561,572188.9
Shield Emission Systems,Metropolis,Jita,55833.5,64719.94,8886.441,13.73061,6,42,329.5346,373230.5
Capacitor Emission Systems,Metropolis,Jita,75000,123595.8,48595.79,39.31832,2,39,786.3665,1895236
Energy Grid Upgrades,Metropolis,Jita,79000,66758.47,12241.53,15.49561,1,7,61.98244,85690.72
Shield Upgrades,Metropolis,Jita,100000,97827.29,2172.711,2.172711,1,8,8.690844,17381.69
CPU Management,Metropolis,Jita,30000,19000,11000,36.66667,1,1,36.66667,11000
Electronic Warfare,Metropolis,Jita,125000,98846.91,26153.09,20.92248,1,15,167.3798,392296.4
Long Range Targeting,Metropolis,Jita,100000,80580.85,19419.15,19.41915,2,7,77.67659,135934
Target Management,Metropolis,Jita,150000,161940,11940,7.373101,1,5,22.1193,59700
Advanced Target Management,Metropolis,Jita,500000,574440.1,74440.06,12.95872,1,38,246.2156,2828723
Signature Analysis,Metropolis,Jita,100000,98037,1963,1.963,2,6,7.852,11778
Electronics Upgrades,Metropolis,Jita,100000,100555.5,555.4766,0.552408,1,9,2.76204,4999.289
Sensor Linking,Metropolis,Jita,125000,154889,29888.95,19.29702,4,13,154.3762,388556.4
Weapon Disruption,Metropolis,Jita,100000,110909.5,10909.5,9.836398,3,18,98.36398,196371
Propulsion Jamming,Metropolis,Jita,100000,63512.48,36487.52,36.48752,1,7,145.9501,255412.6
Drones,Metropolis,Jita,30000,51162,21162,41.36273,3,10,248.1764,211620
Drone Avionics,Metropolis,Jita,60000,50085.85,9914.148,16.52358,1,25,214.8065,247853.7
Mining Drone Operation,Metropolis,Jita,50000,40636.18,9363.82,18.72764,1,22,206.004,206004
Repair Drone Operation,Metropolis,Jita,200000,206779.6,6779.563,3.278642,3,39,68.85149,264402.9
Salvage Drone Operation,Metropolis,Jita,500000,551285.6,51285.63,9.302914,3,14,74.42331,717998.8
Heavy Drone Operation,Metropolis,Jita,500000,494701.9,5298.125,1.059625,7,59,34.96762,312589.4
Drone Interfacing,Metropolis,Jita,750000,677102.3,72897.75,9.7197,3,65,330.4698,4738354
Trade,Metropolis,Jita,30000,33211.82,3211.82,9.670714,1,4,19.34143,12847.28
Retail,Metropolis,Jita,125000,184013.6,59013.61,32.07024,2,16,288.6322,944217.8
Broker Relations,Metropolis,Jita,125000,140383.9,15383.88,10.95843,1,26,142.4596,399980.8
Visibility,Metropolis,Jita,7500000,8571428,1071428,12.49999,1,7,49.99998,7499996
Navigation,Metropolis,Jita,27500,15159.67,12340.33,44.87393,2,1,44.87393,24680.66
Afterburner,Metropolis,Jita,35000,49041.58,14041.58,28.63199,1,12,171.7919,168498.9
Fuel Conservation,Metropolis,Jita,37500,38638.24,1138.238,2.945886,2,45,67.75537,51220.72
Acceleration Control,Metropolis,Jita,50000,42495.38,7504.621,15.00924,4,66,525.3235,495305
Evasive Maneuvering,Metropolis,Jita,35000,42919.92,7919.922,18.45279,2,13,129.1695,102959
High Speed Maneuvering,Metropolis,Jita,500000,632705.9,132705.9,20.97434,1,9,104.8717,1194353
Warp Drive Operation,Metropolis,Jita,45000,35583.74,9416.262,20.92503,2,7,83.7001,65913.83
Jump Drive Operation,Metropolis,Jita,1.32655E+07,1E+07,3265500,24.61649,2,107,1329.29,3.494085E+08
Large Secure Container,Metropolis,Jita,198000,27325.28,170674.7,86.19935,1,11,517.1961,1877422
Medium Secure Container,Metropolis,Jita,38449.99,26337.27,12112.72,31.50253,3,39,661.5531,472396
Small Secure Container,Metropolis,Jita,7989.99,23201.44,15211.45,65.56252,25,74,3212.564,1125647
Basic Co-Processor,Metropolis,Jita,6769000,290998.9,6478001,95.701,1,1,95.701,6478001
Inherent Implants 'Noble' Mechanic MC-802,Metropolis,Jita,1.199999E+07,1.25E+07,500009,4.000072,1,2,4.000072,1000018
Inherent Implants 'Noble' Repair Proficiency RP-902,Metropolis,Jita,1.2E+07,1.2E+07,0,0,1,3,0,0
Inherent Implants 'Noble' Hull Upgrades HG-1002,Metropolis,Jita,1.2E+07,8065666,3934334,32.78612,1,4,65.57224,1.573734E+07
Inherent Implants 'Noble' Hull Upgrades HG-1004,Metropolis,Jita,1.4E+08,1.1625E+08,2.375E+07,16.96428,1,1,16.96428,2.375E+07
Inherent Implants 'Noble' Hull Upgrades HG-1006,Metropolis,Jita,6.88E+08,6.197759E+08,6.822406E+07,9.916288,1,4,19.83258,2.728963E+08
Small Cap Battery II,Metropolis,Jita,899999.8,739863.8,160135.9,17.79289,5,222,2010.596,3.555018E+07
Medium Cap Battery II,Metropolis,Jita,1876973,1612311,264662,14.10047,2,190,1353.645,5.028578E+07
Large Cap Battery II,Metropolis,Jita,4592456,2184797,2407659,52.4264,9,370,9908.59,8.908339E+08
Focused Medium Pulse Laser II,Metropolis,Jita,1457667,1760513,302845.6,17.20212,6,118,1066.532,3.573578E+07
Heavy Pulse Laser II,Metropolis,Jita,1144315,1619000,474685.5,29.31967,5,461,6831.484,2.1883E+08
Medium Armor Repairer I,Metropolis,Jita,44750.29,50999.9,6249.609,12.25416,2,113,698.4872,706205.9
Medium Armor Repairer I Blueprint,Metropolis,Jita,400000,400000,0,0,1,13,0,0
Medium Armor Repairer II,Metropolis,Jita,1423854,1194994,228859.8,16.07326,8,816,6622.185,1.867496E+08
Echelon,Metropolis,Jita,4675000,1.313053E+07,8455525,64.39594,2,8,321.9797,6.76442E+07
CONCORD Capital Armor Repairer,Metropolis,Jita,7.498E+08,5.858534E+08,1.639466E+08,21.86537,1,10,109.3269,1.639466E+09
Large Armor Repairer I,Metropolis,Jita,95000,72999.43,22000.57,23.15849,2,7,92.63398,154004
Large Armor Repairer I Blueprint,Metropolis,Jita,800000,800000,0,0,1,6,0,0
Large Armor Repairer II,Metropolis,Jita,2040736,1993998,46737.88,2.290246,4,154,180.9295,7197633
CONCORD Capital Shield Booster,Metropolis,Jita,3E+08,3.043675E+08,4367488,1.434939,1,36,25.8289,1.572296E+08
CONCORD Capital Remote Shield Booster,Metropolis,Jita,3.55E+08,2.695501E+08,8.544989E+07,24.07039,2,1,24.07039,1.708998E+08
CONCORD Ion Siege Blaster,Metropolis,Jita,2.45E+08,2.35E+08,1E+07,4.081633,1,3,8.163265,3E+07
Survey,Metropolis,Jita,55000,43039.22,11960.78,21.74688,1,10,108.7344,119607.8
Cap Booster 75,Metropolis,Jita,547.71,787.91,240.2,30.48571,17,1399,21583.88,336039.7
Cap Booster 75 Blueprint,Metropolis,Jita,500000,599996.1,99996.13,16.66613,1,3,33.33226,299988.4
Cap Booster 100,Metropolis,Jita,299.98,610.98,311,50.90182,164,2980,80017.67,926779.9
Cap Booster 100 Blueprint,Metropolis,Jita,1000000,1059997,59997.25,5.660132,2,5,16.9804,299986.3
Micro Capacitor Booster I,Metropolis,Jita,2.5E+07,1.65E+07,8500001,34,1,3,68.00001,2.55E+07
CONCORD Dual Giga Pulse Laser,Metropolis,Jita,661015,4.34E+08,4.33339E+08,99.84769,3,6,399.3907,2.600034E+09
CONCORD XL Torpedo Launcher,Metropolis,Jita,4.9E+08,2.4E+08,2.5E+08,51.02041,3,2,102.0408,7.5E+08
Small Capacitor Booster I,Metropolis,Jita,7525.26,7089.49,435.7695,5.790757,8,54,179.5135,23531.55
Small Capacitor Booster I Blueprint,Metropolis,Jita,112500,112500,0,0,1,3,0,0
Small Capacitor Booster II,Metropolis,Jita,1148932,709996.9,438934.6,38.20372,13,755,14670.23,3.313956E+08
CONCORD Hexa 2500mm Repeating Cannon,Metropolis,Jita,2.15E+08,2.04999E+08,1.000101E+07,4.651632,3,3,13.9549,3.000302E+07
CONCORD Capital Remote Capacitor Transmitter,Metropolis,Jita,170000.1,1.688049E+08,1.686349E+08,99.89929,2,8,499.4965,1.349079E+09
Heavy Capacitor Booster I,Metropolis,Jita,90000,89990,10,0.01111111,1,104,0.5777778,1040
Heavy Capacitor Booster I Blueprint,Metropolis,Jita,702580,921548,218968,23.76089,1,5,71.28267,1094840
Heavy Capacitor Booster II,Metropolis,Jita,3102900,2477000,625899.8,20.17145,1,282,2844.174,1.765037E+08
Purloined Sansha Data Analyzer,Metropolis,Jita,8000000,9399680,1399680,14.89072,1,16,119.1258,2.239488E+07
Small Remote Shield Booster I,Metropolis,Jita,20000,4002.05,15997.95,79.98975,2,13,559.9283,207973.4
Small Remote Shield Booster I Blueprint,Metropolis,Jita,40000,49960,9960,19.93595,1,5,59.80785,49800
Small Remote Shield Booster II,Metropolis,Jita,1036999,579999.7,456999.3,44.06941,1,330,7271.452,1.508098E+08
Medium Remote Shield Booster I,Metropolis,Jita,28900,9786.09,19113.91,66.1381,1,13,462.9667,248480.8
Medium Remote Shield Booster I Blueprint,Metropolis,Jita,124700,124700,0,0,1,6,0,0
Medium Remote Shield Booster II,Metropolis,Jita,3000,785998.9,782998.9,99.61832,2,266,13348.85,2.082777E+08
Large Remote Shield Booster I,Metropolis,Jita,49999.98,16000.01,33999.97,67.99996,2,6,271.9998,203999.8
Large Remote Shield Booster I Blueprint,Metropolis,Jita,312440,312440,0,0,1,8,0,0
Large Remote Shield Booster II,Metropolis,Jita,2355491,1320500,1034991,43.9395,2,128,2856.068,1.324788E+08
Capital Remote Shield Booster I,Metropolis,Jita,2.242857E+07,2.264388E+07,215306,0.9508353,7,85,43.73843,1.830101E+07
Capital Remote Shield Booster I Blueprint,Metropolis,Jita,2.465951E+07,2.465951E+07,0,0,1,1,0,0
Capital Remote Shield Booster II,Metropolis,Jita,1.597778E+08,1.179995E+08,4.177824E+07,26.14772,2,3,52.29543,1.253347E+08
Soil,Metropolis,Jita,6.01,74,67.99,91.87837,20,34503,1585913,2345859
Water,Metropolis,Jita,449.98,403.97,46.01001,10.2249,85140,8640814,4.461101E+07,3.975639E+08
Holoreels,Metropolis,Jita,52.86,230,177.14,77.01739,21,103315,3979334,1.830122E+07
Civilian Miner,Metropolis,Jita,75.9,167.84,91.93999,54.77836,20,280,8216.754,25743.2
Medium Hull Repairer I,Metropolis,Jita,100000,16365.33,83634.67,83.63467,2,11,501.808,919981.4
Medium Hull Repairer II,Metropolis,Jita,2999988,1695985,1304003,43.46695,1,3,86.9339,3912010
Large Hull Repairer I,Metropolis,Jita,0.01,106624.9,106624.9,99.99999,3,3,300,319874.7
Large Hull Repairer II,Metropolis,Jita,3066666,1249977,1816689,59.23987,3,1,118.4797,5450067
Wheat,Metropolis,Jita,50,61.15,11.15,18.23385,1,263,2406.868,2932.45
Oxygen,Metropolis,Jita,306.38,297.38,9,2.937529,211097,2576718,4094642,2.319046E+07
Hydrogen Batteries,Metropolis,Jita,595.3,526.75,68.54999,11.5152,22726,494166,2976058,3.387507E+07
Electronic Parts,Metropolis,Jita,754.69,860,105.31,12.24535,488819,305884,4865702,5.147753E+07
Mechanical Parts,Metropolis,Jita,10717.51,11338.21,620.7002,5.474411,2097,935143,2565419,5.804435E+08
Synthetic Oil,Metropolis,Jita,3700,7107,3407,47.93865,2140,157248,3820423,5.357439E+08
Fertilizer,Metropolis,Jita,7501.02,9500,1998.98,21.04189,5890,225437,2433769,4.506441E+08
Polytextiles,Metropolis,Jita,4900,7800.1,2900.1,37.18029,1280,138588,2600167,4.019191E+08
Silicate Glass,Metropolis,Jita,15199,16698.7,1499.699,8.980934,30,90861,408138.6,1.362642E+08
Quafe,Metropolis,Jita,58,535.88,477.88,89.17668,286532,80,1.277955E+07,1.369279E+08
Nerve Sticks,Metropolis,Jita,130,100.09,29.91,23.00769,20,260,3221.077,7776.601
Crash,Metropolis,Jita,150,600,450,75,20,721,27750,324450
Blue Pill,Metropolis,Jita,100,300,200,66.66666,10,340,11666.67,68000
Drop,Metropolis,Jita,250,155,95,38,50,411,8740,39045
X-Instinct,Metropolis,Jita,130,1596.64,1466.64,91.8579,10,87,4409.179,127597.7
Vitoc,Metropolis,Jita,10184.53,10329,144.4697,1.398681,12810,12283,17547.85,1850657
Frozen Food,Metropolis,Jita,116.42,38.8,77.62,66.67239,54432,1185,1854026,4225012
Dairy Products,Metropolis,Jita,25,100,75,75,70,750,30750,56250
Tourists,Metropolis,Jita,500,88000,87500,99.43182,20,17236,857897.7,1.50815E+09
Slaves,Metropolis,Jita,750,58000,57250,98.70689,1,3,197.4138,171750
Slaver Hound,Metropolis,Jita,50.01,1105.04,1055.03,95.47437,4,29,1527.59,30595.87
Livestock,Metropolis,Jita,9260.03,8302.5,957.5303,10.34047,655,163671,849603.7,1.567199E+08
Toxic Waste,Metropolis,Jita,50,31450.34,31400.34,99.84102,1043,160,60004.45,3.275055E+07
Megacorp Management,Metropolis,Jita,400000,431000,31000,7.192575,2,2,14.38515,62000
Empire Control,Metropolis,Jita,7900000,1.399908E+07,6099079,43.56771,1,4,87.13543,2.439632E+07
Gnosis,Metropolis,Jita,3.173495E+07,2.7E+07,4734954,14.92031,12,144,1163.784,6.818333E+08
Vigil,Metropolis,Jita,192500,247045.3,54545.31,22.07907,2,21,242.8698,1145452
Vigil Blueprint,Metropolis,Jita,2300000,2880000,580000,20.13889,6,1,60.41667,3480000
Ectoplasm,Metropolis,Jita,1177.2,307.64,869.5599,73.8668,115,86,7386.68,99999.39
Hydrochloric Acid,Metropolis,Jita,714.55,691.18,23.37,3.270589,254,116820,191450.5,2730083
Viral Agent,Metropolis,Jita,5881.4,9502.01,3620.61,38.10362,850,180121,3447806,6.521478E+08
Long-limb Roes,Metropolis,Jita,802.05,2830.21,2028.16,71.66111,10,699602,2.506749E+07,1.418905E+09
Biomass,Metropolis,Jita,900,550,350,38.88889,15013,526105,1.052174E+07,1.841368E+08
Refugees,Metropolis,Jita,1,59987.02,59986.02,99.99833,4,1,199.9967,239944.1
Marines,Metropolis,Jita,10.02,6800,6789.98,99.85265,263,3616,193614.3,2.455257E+07
Data Sheets,Metropolis,Jita,30.64,156.15,125.51,80.37784,12,85930,3453916,1.078507E+07
Reports,Metropolis,Jita,27.61,31.44,3.83,12.18193,21,5737,35071.79,21972.71
Exile,Metropolis,Jita,100,1192.38,1092.38,91.61341,10,70,3664.536,76466.6
Sooth Sayer,Metropolis,Jita,130,419.56,289.56,69.01516,10,90,3450.758,26060.4
Frentix,Metropolis,Jita,100,245.19,145.19,59.2153,20,420,13027.37,60979.8
Crystal Egg,Metropolis,Jita,124.44,300,175.56,58.52,20,230,7315,40378.8
